Diffusion_name,Territoire,Type,Type d'intervenant.e,Permanents,Bénévoles,Nb de pros,Contact(s) lié(s),Nb de bénéficiaires,Date,Compte-rendu,Prochaines étapes,Retour ?,Fiches,Organisme (from Fiches),Photos,Personne à informer de ce CR
Rencontre SEMES Clisson,44,Rencontre structure,Service civique,Solinum Loire-Atlantique,,1.0,Adeline GUIBERT ,0.0,9/11/2021,"Sensi par Lexane et Léna
Nous avons rencontré Adeline GUIBERT, responsable des SEMES Services (3 fiches, Aigrefeuille, Clisson et Vallet).
Elle nous a expliqué leur démarche, leurs différents projets, le public cible.
Elle envisage de créer une fiche pour leurs chantiers d'insertion (veut le faire seule!, elle nous demanderas si besoin).
Nous lui avons présenté Soliguide, l'association.
Nous avons mis à jour les fiches. Nous avons beaucoup échangé sur les besoins et les attentes de son public.",,,"SEMES - Vallet ,SEMES - Aigrefeuille,SEMES - Clisson ","SEMES,SEMES,SEMES",,
Présentation Soliguide DT Croix-Rouge 78,78,Rendez-vous,Salarié.e,Charlotte Camard,,1.0,Jean-Michel Losa,0.0,9/11/2021,présentation de Soliguide (nouvelle personne à la DT) et discussion sensis et compte pro --> on re centralise tout ? Bcp d'UL ont déjà leurs comptes donc il revient vers moi,"- Monsieur Losa indique aux UL non rencontrées de prendre contact avec moi pour des sensis
- envoi plaquette",,,,,
Visio avec Camille Pejoine de l'AGEP,33,Rendez-vous,Salarié.e,Agathe Thomas,,1.0,Camille Spinhirny Pejoine,,9/11/2021,"Suite à ma rencontre avec David Séjourné de l'ARPE, visio avec Camille pour présenter Soliguide et envisager la gestion de l'orga AGEP. Les autres structures ne sont pas accessibles au public directement donc traitement différent de l'ARPE.
Elle m'a demandé si on allait ajouter d'autres catégories ou si c'était figé. J'ai expliqué notre process pour cela et que le site bougeait beaucoup selon les besoins du terrain.
","Elle doit faire valider à sa direction, et reviendra vers moi pour éventuellement se créer un compte pro.
Elle va diffuser sur instagram l'info du référencement des LAEP sur Soliguide et nous taguera.",,,,,Alexandra lefeivre
Sensi spontanée pôle santé les Moulins,06,Rencontre structure,Service civique,Solinum Alpes-Maritimes,,1.0,,,9/11/2021,"Prise de rendez vous, remise de flyers et d'affiche. ",Rendez vous ,,Pôle de santé des Moulins,Pôle Santé des Moulins (06),,
Sensi spontanée AGIS06,06,Rencontre structure,Service civique,Solinum Alpes-Maritimes,,1.0,,,9/11/2021,Remise de flyers,Prendre un rendez vous,,,,,
Sensibilisation visio MSD Cessole,06,Rendez-vous,"Service civique,Salarié.e","Perrine Poupaud,Solinum Alpes-Maritimes",,33.0,,,9/11/2021,"Présentation du Soliguide à l'équipe. 

Questionnements des travailleurs sociaux: 
- y a t'il un onglet logement ? 
-Sur Soliguide, est ce qu'on peut trouver les assos de font de l'accompagnement social ? 
-A quelle moment les travailleurs sociaux de la MSD auront leurs compte pro ? (normalement fin d'année) 
-Comment fonctionnez vous pour répertorier tout les partenaires ? 
-Comment et ou sont orienter les bénéficiaires pour le logement ou le relogement
-Comment trouve t'on les informations concernant le logements ?

(Les personnes de la MSD de Cessole voudraient soumettre quelque idées pour alimenter le Soliguide.)

D'après les travailleurs sociaux, plusieurs thématique sont a prendre en compte, il manque des informations (tels que des structures ou autres) sur le domaine de la santé ( toxicomanie...), mais aussi sur la rubrique étrangers potentiellement créer ou alimenter certaines thématique.
Au niveau du grand public Soliguide sera diffusé de quelle façons ?",,Retour positif,Maison des Solidarités Départementale (MSD) - Nice Cessole,Département des Alpes-Maritimes (06),,
Permanence Amical du Nid St Denis ,93,Permanence,"Stagiaire,Salarié.e",Coline Rollet,,,,25.0,9/11/2021,On a pu présenter Soliguide à plus d'une vingtaine de femmes et on leur a distribué des flyers. ,,,Amicale du Nid - Saint Denis ,Amicale du Nid,,
Rencontre IESTS ,06,Rendez-vous,Salarié.e,Perrine Poupaud,,2.0,"Philippe Fofana ,Roxana BOLDOR",,9/11/2021,"Présentation d'IESTS (qui va devenir HETIS en 2022) et de Soliguide. Très bon contact avec le directeur qui nous connaissait déjà 

Info IEST : 
- pôle principal les formation des travailleurs sociaux avec les diplômes d'état et les titres professionnalisant + prochainement formation en ligne
-  pôle recherche : avec une équipe de data scientist géré par Benoit Chiperse, propose des carto et diagnostic du territoire pour aider les politiques publiques

Possibilité de partenariat abordé : 
- diffusion du Soliguide auprès des étudiants IESTS
- partenariat avec le pôle data sur certain projet, nottament le projet de Galice et du SIAO de ref les logement (voir CR)
- association 'banque du numérique' qui a pour mission de faire un diagnostic sur la fracture du numérique (matériel, connectivité et compétence) et de proposer des solutions. Ils construisent en ce moment un cahier des charges et mettront en place une expérimentation sur le territoire CapG en 2022.  

","Pas d'action de notre côté, ils nous recontactent dans 15jours 3 semaines pour les 3 sujets de partenariat",,,,,
Sensi PMI Sergent Bobillot ,93,Rencontre structure,"Salarié.e,Stagiaire",Coline Rollet,,1.0,,,9/11/2021,Sensi + flyers ,,,PMI Sergent Bobillot - Montreuil,Département de la Seine-Saint-Denis - PMI,,
Intervention droits et devoirs - Espace Insertion Gennevilliers,92,Permanence,Salarié.e,Ségolène Robert,,4.0,,6.0,9/11/2021,"(sr) réunion auprès de 6 bénéficiaires (au lieu de 17) sur les droits et devoirs du RSA animés par l'équipe de conseillers RSA et TS de l'espace insertion
c'était super intéressant, je prends bcp de notes sur le RSA
J'interviens à la fin pour présenter le Soliguide, certains téléchargent l'appli
On se dit que pour la prochaine réunion (le 14/12) nous pourrons essayer de faire des exercices en live ou alors prendre un peu de temps pour faire des orientations, l'un des conseillers me dit que ce serait intéressant aussi de faire un atelier Soliguide, à suivre",,,Espace Insertion Gennevilliers,Ville de Gennevilliers - Espace Insertion ,,
Présentation de Soliguide aux bénévoles du CASO,33,Réunion de service,"Salarié.e,Service civique",Agathe Thomas,,12.0,Damien Junca,,9/11/2021,"Présentation sous forme de Powerpoint de Soliguide pour des bénévoles. Ils n'ont pas tous la même connaissance de Soliguide: certains connaissent le site mais ne l'utilisent pas beaucoup, d'autres utilisent les listes papier, et 2 ne connaissent pas du tout. Des explications sur comment utiliser Soliguide en utilisant des exemples qui parlent aux bénévoles. Après cela les bénévoles posent des questions:

""Êtes-vous capable de voir combien de fois est utilisé le site ?""
""Êtes-vous capable de voir qui utilise le site ?"" Association, bénévoles ou personne en précarité
""Combien de personne travaillent chez Soliguide ?""
""Peut-on imprimer les fiches""
""Pourquoi avez-vous retiré la borne qui se trouve à la gare Saint-Jean ?""
""Qui finance le projet ?""

Suite à cela une présentation de Merci pour l'invite' a été réalisée dans un objectif de meilleure connaissance des projets de Solinum et de recrutement de nouveaux hébergeurs.

Moment d'échange très agréable : bénévoles intéressées et investies. Damien nous a aussi soutenu pour adapter le discours au quotidien des bénévoles. Tout le monde nous a remercié à la fin.","Revenir répondre aux questions concrètes des bénévoles dans les semaines / mois à venir si besoin.
Intégrer davantage Martine Hourcade (référente sociale) dans les échanges pour que tout ne passe pas forcément par Damien",Retour positif,CASO de Bordeaux,Médecins du Monde Bordeaux,Liste des bénévoles.jpg (https://dl.airtable.com/.attachments/cfa3966289cfe0d48d8ac16aa45a7b8b/d91997ce/Listedesbnvoles.jpg),
Forum Réfugiés 15,15,Coop,Salarié.e,Raphaëlle Vitaldurand,,,,,9/11/2021,Premier échange téléphonique en amont du COOP de lancement. Elle semble intéressée par le projet. Voir si c'est possible de la rencontrer soit pendant le COOP soit en réunion bilatérale. ,"--> Echange pour présentation de l'asso 
--> Création fiche et compte pro",, Forum Réfugiés : Centre Provisoire d'hébergement et programme,Forum Réfugiés 15,,
Chom'actif Puy de dôme ,63,Rencontre structure,Service civique,"Puy-De-Dôme Cantal,Raphaëlle Vitaldurand",,2.0,"Jean-Louis Mpelingo,Mr Ternoir",1.0,9/11/2021,"Nous avons pu rencontrer une bénévole qui a pu dans un premier temps nous présenter ses actions: co-voiturage Auvergne, numeractif, restaurant associatif ouvert aux adhérents, un accompagnement personnalisé selon les parcours (défense des droits des chômeurs, accompagnement informel, un bus/trains solidaires et de l'animation (types yoga, lutte, chant....).
Cette association est composée de plusieurs bénévoles mais également de salariés professionnels intervenant dans la recherche/création d'emplois et d'entreprise. 

Nous avons pu également rencontrer le Directeur Mr Jean-Louis Mpelingo qui nous a présenté le projet et qui a immédiatement approuvé la collaboration. Il nous a également parler d'un guide l'action social clermontois : UDAF63","'- Création du compte professionnel avec les deux adresses suivante: 
Mr Jean Louis Mpelingo (directeur) : jl.mpelingo@chomactif.fr
Mr Ternoir (vice-président) : s.ternoir@chomactif.fr
-Possible présentation approfondie du Soliguide
-Point a clarifier:
    -Plus de détails sur l'animation
     -Clarifié les modalités d'accès sur les parcours d'insertions
     - Préciser pour les distribution de repas, le nombre et la saturation du service.
     -Condition d'ahdesion. ",,Chôm'actif,Chom'actif,,Raphaëlle Vitaldurand
LES EGLANTINES,63,Rencontre structure,Service civique,"Raphaëlle Vitaldurand,Puy-De-Dôme Cantal",,2.0,Gloria Matos,1.0,9/11/2021,"Nous nous sommes déjà rendus à cette structure dans un premier temps, mais nous avons appris qu'il était préférable de prendre rendez vous. Ce que nous avons fait quelques jours plus tard, et nous avons pu rencontrer Gloria Matos, responsable bénévoles de cette structure. 
Elle a pu nous expliquer ses activités : huit hébergements disponibles pour les familles de malades hospitalisés et aux patients en soins ambulatoires, un accompagnement moral et social et une écoute.
La structure fait partie des maisons hospitalières, et est également en contact avec les différents hôpitaux de Clermont-Ferrand.

Fonctionnement uniquement avec des bénévoles. Actuellement au nombre de 12. 

Très bon accueil, pleinement intéressée par le projet
","- création d'un compte professionnel
- possible présentation approfondie du Soliguide aux bénévoles de la structure ",,Les Eglantines,Secours Catholique 63,,Raphaëlle Vitaldurand
Participation et présentation Soliguide au Réseau d’inclusion numérique Nord (DST),75,Présentation publique,Salarié.e,Jeanne Ovart,,21.0,,0.0,9/11/2021,"Suite à l'invitation de la FAS, je m'y suis rendue

1. Présentation de la Fabrique de la Solidarité
2. Présentation d'ASLC 
3. Présentation Emmaüs Connect 
4. Actualités du territoire avec notamment une présentation de Soliguide, rappel des mises à jour via comptes pros et présentation des nouvelles fonctionnalités 
5. Présentation E-sport

Participants : Anne Vildary, Marie-Lise LAPEYRE, EPI, Espace 19, Kocoya...)","'-Contacter l'ASLC : asiemut@asiemut-paris.org / numérique@aslc-paris.org pour un compte pro et leur proposer d'apparaitre dans notre NL (via Yasmine EL FETTAHI)
-Référencer la structure ""Colombus""
-Se renseigner sur l'Espace 19 qui va ouvrir une nouvel espace en lien avec l'EPN
-Assister aux deux prochaines réunions en janvier et mars et demander à particper à l'ordre du jour",,,,,
COPIL Conseil départemental #4,94,Copil,Salarié.e,Suzanne Danvin,,3.0,,0.0,9/11/2021,https://drive.google.com/drive/u/1/folders/1hVAFcwN4blsi3tNcoOkB4UtA8BpVD-qR,,,,,,Daniel Echavarria
Sensibilisation Epicerie sociale Sucre d'orge à Brétigny,91,Rencontre structure,Service civique,Essonne Solinum,,1.0,,0.0,10/11/2021,"Sensibilisation effectuée par Danielle et Mary.
Rencontre  avec Bernard Lemaire, président de l'épicerie sociale. Nous lui avons présenté le Soliguide. Modification de la fiche et mise en ligne de celle-ci. Présentation du compte pro, il était réticent au début mais on a un peu creuser, en lui garantissant qu'il garderait une certaine intimité quand aux infos auxquelles peuvent accéder les autres comptes pros (aucune communication de la liste des bénéficiaires ou de la fiche d'inscription) .  Il travaille en lien avec les CCAS de Brétigny, le Plessis-Pâté et Leuville, par qui il faut passer dans un premier temps avant de se rendre sur la structure.",Rappel pour la création du compte pro,Retour positif,,,,
Sensi CCAS de Bagnolet ,93,Rencontre structure,"Salarié.e,Stagiaire",Coline Rollet,,1.0,,,10/11/2021,Flyers et Coline a aussi laissé son numéro pour que la responsable la rappelle. ,,,CCAS - Bagnolet,CCAS de Bagnolet,,
Sensi Centre Municipal de Santé Elsa Rustin ,93,Rencontre structure,"Salarié.e,Stagiaire",Coline Rollet,,1.0,,,10/11/2021,Flyers ,,,Centre Municipal de Santé Elsa Rustin - Bagnolet,Centre Municipal de Santé Elsa Rustin,,
Sensi Guy Toffoletti ,93,Rencontre structure,"Salarié.e,Stagiaire",Coline Rollet,,1.0,,,10/11/2021,Flyers ,,,Centre de Quartier Guy Toﬀoletti - Bagnolet,Centre de Quartier Guy Toﬀoletti,,
Sensi Maison de l'emploi de Bagnolet ,93,Rencontre structure,"Salarié.e,Stagiaire",Coline Rollet,,1.0,,,10/11/2021,Flyers et on a pu parler un peu du compte pro. ,,,Maison de l'emploi - Bagnolet,Maison de l'emploi de Bagnolet,,
Participation à Stratégie parisienne d'inclusion numérique - Ville de Paris,75,Présentation publique,Salarié.e,Jeanne Ovart,,0.0,,0.0,10/11/2021,"Suite à l'invitation de la FAS, je me suis rendue à cette réunion qui comportait 3 tables rondes pour présenter les enjeux et axes de cette stratégie.
Voir le programme en pièce jointe. ",Partiper à un atelier sur l'autonomisation à l'aide du numérique,,,,Programme du 10 novembre.pdf (https://dl.airtable.com/.attachments/cc2fd72b19b6b992c611ab61d3002d54/797c8843/Programmedu10novembre.pdf),
Présentation Soliguide aux bénéficiaires de l'Îlot ,75,Permanence,Salarié.e,Jeanne Ovart,,2.0,,12.0,10/11/2021,"Suite à notre précédente réunion, j'ai pu présenter Soliguide à 30min aux personnes suivies par l'Îlot. J'ai pu faire un accompagnement personnalisé auprès de chaque personne qui ont téléchargés l'appli ou été sur le site.",Refaire la même chose avec les prochaines personnes qui seront suivies par l'Îlot.,Retour positif,L’Îlot - Paris,L'Îlot,,
Rencontre Emmaüs Connect 91,91,Rendez-vous,Salarié.e,Emilie Donque,,1.0,Alix OLIVIER,,10/11/2021,"Emmaüs Connect a ouvert son antenne dans l'Essonne en mars 2021.
L'équipe est composée d'une responsable (Alix OLIVIER) et d'une conseillère numérique ainsi que des bénévoles. 
Un second conseiller numérique arrive en janvier 2022.

Leurs actions: 
- ventes de recharge prépayée à tarif solidaire 
- ventes d’équipement (tablette, PC, téléphone) à tarif solidaire
- accompagnement à l’outil 
- formation des professionnels à l’accompagnement numérique

Essonne: pas de point d’accueil Emmaüs Connect car territoire particulier (déficit en transport). Donc l'équipe est mobile et agit sur 2 axes:
- à destination du public: l'équipe se rend dans les structures partenaires (parcours d’accompagnement numérique pour les demandeurs d’emploi notamment) - Act Essonne, PLIE, agence pôle emploi Evry,...
- à destination des professionnels et des structures: dispositif de relais numériques (vente de recharge, d’équipement et animation d’ateliers collectifs) = formation des équipes pour faire la même chose que Emmaüs (depuis 2021). Appel à projet pour 5 structures en Essonne en cours. Dans ce cadre, l'accompagnement fait par Emmaüs Connect dure 1 an et demi avec le suivi.

Ils ont aussi une permanence connectée sur Massy avec 100% bénévoles (samedi matin avec CDC Habitat qui leur prête un local).

Importance partagée de garder une vigilance sur le Sud Essonne, car peu de structures présentes pour les usagers qui doivent se déplacer.

Nos actions respectives se complètent bien et cela a du sens de pouvoir faire des actions communes. Réflexion autour de sensi ensemble ou atelier numérique.","> envoyer MIS et plaquette Soliguide + contacts pertinents (ACINA, ...)
> présentation à l'équipe en janvier 2022 (voir pour ateliers ou sensi communs ensuite)
> faire un retour à Alix sur les sensi à l'hôtel pour envisager des interventions communes
> Penser à contacter Alix pour les fiches sans adresse : pour cartographier l’équipe mobile
> inscription évènement Evry 25 novembre (inclusion numérique)",Retour positif,,,,Essonne Solinum
