Sujet de la remontée,Référent,Personne à contacter,Adresse mail à contacter,Type de source,Source,Comportement souhaité,Plate-forme,Date de renseignement,Backlog web,Backlog app,Impact,Photo,Informations complémentaires,"Si c'est un bug, comment l'as-tu trouvé ?",Etat,Fonctionnalités générales,Type,Urgence,Roadmap copy,🧐 Bug ? RU ? Idée ?,Slack (from Référent),Traité le ,Référent de la remonté,Synchro AT soliguide
,,,,,,,,,"136-Créer des comptes avec différents niveau de droit,""137-ETQ utilisateur, je peux consulter et modifier les infos de mon compte"",""138-ETQ utilisateur non-pro, je peux créer un compte"",""139-ETQ pro, je peux visualiser et modifier les fiches liées à une organisation"",140-Inviter d'autres utilisateurs,""141-ETQ pro, je vois toutes les infos d'une fiche """"Réservé aux pros"""" "",""142-ETQ pro, je peux renseigner les informations générales d'une fiche - ETAPE 1 "",""143-ETQ pro, je peux demander la suppression d'une fiche à Soliguide"",144-Créer un organisme ,""327-ETQ Soliguide, je valide la demande de propriété d'une fiche"",""175-ETQ non pro, je vois seulement les infos essentiels d'une fiche """"Réservé aux pros""""""",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"""134-Uploader des images pour chaque fiche (porte d'entrée, intérieur, ..)"",173-Afficher des photos du lieu",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"136-Créer des comptes avec différents niveau de droit,""316-ETQ utilisateur, la recherche s'adapte à mon profil "",""137-ETQ utilisateur, je peux consulter et modifier les infos de mon compte"",""138-ETQ utilisateur non-pro, je peux créer un compte"",""139-ETQ pro, je peux visualiser et modifier les fiches liées à une organisation"",140-Inviter d'autres utilisateurs,""141-ETQ pro, je vois toutes les infos d'une fiche """"Réservé aux pros"""" "",""142-ETQ pro, je peux renseigner les informations générales d'une fiche - ETAPE 1 "",""143-ETQ pro, je peux demander la suppression d'une fiche à Soliguide"",144-Créer un organisme ,""327-ETQ Soliguide, je valide la demande de propriété d'une fiche"",""175-ETQ non pro, je vois seulement les infos essentiels d'une fiche """"Réservé aux pros""""""",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,131-Pouvoir ajouter facilement des synonymes pour chaque catégorie,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"""151-Créer, gérer et afficher des événements""",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,,177-Pouvoir distinguer les structures sur rdv le matin et l'après midi,,Majeur,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"136-Créer des comptes avec différents niveau de droit,""137-ETQ utilisateur, je peux consulter et modifier les infos de mon compte"",""138-ETQ utilisateur non-pro, je peux créer un compte"",""139-ETQ pro, je peux visualiser et modifier les fiches liées à une organisation"",140-Inviter d'autres utilisateurs,""141-ETQ pro, je vois toutes les infos d'une fiche """"Réservé aux pros"""" "",""142-ETQ pro, je peux renseigner les informations générales d'une fiche - ETAPE 1 "",""143-ETQ pro, je peux demander la suppression d'une fiche à Soliguide"",144-Créer un organisme ,""327-ETQ Soliguide, je valide la demande de propriété d'une fiche"",""175-ETQ non pro, je vois seulement les infos essentiels d'une fiche """"Réservé aux pros""""""",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"""315-NO !! Lazy Loading = """"endless scroll""""""",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,152-Rechercher par moment d'ouverture du service/du lieu,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"""147-ETQ pro, je peux indiquer les conditions d'accès d'une structures - ETAPE 2"",148-ETQ Pro je peux définir le public accueilli dans les structures",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,1-Partager les informations par message,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"""145-[Versionning] ETQ Système, j'enregistre et j'affiche l'historique des modifications de fiche"",317-Fil d'actualité : général",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"135-Upload fiches d'orientation pour les pros,74-Afficher les structure d'orientation",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,155-3 plages horaires,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,162-Gérer les bornes des âges ,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,159-Permettre le fonctionnement hors ligne de l'application mobile,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"""151-Créer, gérer et afficher des événements""",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,"""147-ETQ pro, je peux indiquer les conditions d'accès d'une structures - ETAPE 2""",,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,,,,Négligeable,,,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,,,,Bénéficiaires,,,Plate-forme Web V1,,,,Mineur,,,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,,,,Bénéficiaires,,,Plate-forme Web V1,,179-Itinéraire sur maps,,Majeur,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,,148-ETQ Pro je peux définir le public accueilli dans les structures,,Mineur,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,,"133-Géolocaliser automatiquement les utilisateurs,252-#BUG - Géolocalisation non prise en compte",,Mineur,,,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,,,,Majeur,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,Ce qu'elle voudrait : rechercher leur structure par service également.,,,,,,,"CAUSE : la fiche est en ""non migré"" sur le manage","'- Taper Chantier d'insertion dans ""que recherchez-vous"" et ""Chanteloup-les-Vignes"" dans à proximité de.
- Taper Chantier d'insertion dans ""que recherchez-vous"" et ""Yvelines"" dans à proximité de ?

Je n'ai pas ses informations de connexion mais je m'appuie sur les miens.

Windows 10 version 2004 système 19041.685
Google Chrome Version 87.0.4280.88 (Build officiel) (64 bits)",Traité,Amélioration de la recherche,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,,,,,,"Mettre la carte (sur la colone de gauche) en fixe > cad, qu'elle suive le scroll.",,,79-[PAGE RESULTATS] Scroll map page résultat de recherche,,,,,,Traité,🖌 Refonte de la page de résultat de recherche ,Idée,,,,,4/11/2021 12:07pm,,
,,,,,,"Laisser les détails sur les horaires temporaires dans le bandeau d'information temporaire mais ajouter un mini bandeau reprenant les même informations au niveau des horaires sur la fiche d'une structure.

Pouvoir afficher des horaires temporaires sans devoir cocher et renseigner des infos temporaires (descriptions tempo, etc).",,,,,,,,,Traité,,,,,,,4/11/2021 12:07pm,,
,,,,,,,,,,,,,,,Traité,,Idée,,,,,4/11/2021 12:07pm,,
Idée page d'accueil,Charlotte Camard,,,Equipe Soliguide,,"Idée : sur la page d'accueil, afficher (en fin de journée ou en fin de semaine ?) : ""aujourd'hui/cette semaine, 102 structures ont été ajoutées à Soliguide"" (en prenant en compte les mises en ligne seulement) --> ca pourrait créer un genre d'effet d'entrainement. Actuellement le nombre de lieux et services s'affichent mais ça pourrait être quelque chose à ajouter quelque part (ou dans une barre d'infos en haut de la page comme les infos déroulantes sur BFM ? (beurk)",Plate-forme Web V2,21/1/2022,,,Négligeable,,,,Abandonné/Mis de côté,,Idée,,,,,28/1/2022 12:09pm,,Yvelines
Page d'accueil (idée) ,Charlotte Camard,,,Equipe Soliguide,,"Pour valoriser l'impact, ce serait peut-être intéressant d'ajouter à ces 3 encadrés un 4ème qui indique, lui, le nb de recherches total sur Soliguide (cumulé et tous territoires confondus depuis la création (ou depuis qu'on a les chiffres) : je vois 710 623 sur la bdd python, c'est assez impressionnant et c'est dommage que ça ne soit pas mieux mis en avant :) ",Multiple,4/1/2022,,,Négligeable,,,,Abandonné/Mis de côté,,Idée,,,,,4/1/2022 12:07pm,,Yvelines
Compréhension des catégories,,,,Bénévole,Groupe Accueil et Solidarité (partenaire LEVIER),Le bénévole m'a suggéré d'avoir un lexique pour expliquer en langage courant chaque catégorie.,Plate-forme Web V2,25/11/2021,,,Majeur,,,,Abandonné/Mis de côté,,Idée,,,,,6/12/2021 10:47am,Suzanne,Val-de-Marne
"Dans les filtres présents, nous mettons ""travailleur.se du sexe""",Jeanne Ovart,,/,Professionnel de l'action sociale,https://airtable.com/tbl4TlB0hec1uTyzI/viwtnX2OvSsyAhiZT/recUAHFGS4wqAs88I,En parler à d'autres acteurs voire en interne pour savoir ce que nous rentrons comme filtre pour être au plus proche des besoins du terrain,Multiple,18/11/2021,,,Mineur,,,,Abandonné/Mis de côté,,Bug,,,,,16/12/2021 11:56am,,
"Terme ""Public inconditionnel""",Suzanne Danvin,,,Bénéficiaires,Bénéficiaire lors d'un focus group le 19/10,"Proposition du bénéficiaires : ""tout public""",Plate-forme Web V2,10/11/2021,,,Mineur,,,,Abandonné/Mis de côté,,Idée,,,,,24/11/2021 4:55pm,Suzanne,Val-de-Marne
,Philippe Nieto,Mathias Perez,tsargos@ithaque-asso.fr,Professionnel de l'action sociale,https://airtable.com/tbl4TlB0hec1uTyzI/viwtnX2OvSsyAhiZT/recNHouHKqv6hoi3H,"Sur la page d'accueil du site il faudrait pouvoir faire remplir un ""formulaire"" à destination des bénéficiaires pour que la personne puisse indiquer ses besoins et son profil, pour ensuite avoir tout de suite plusieurs résultats qui correspondent.

Ex:
Je suis situé à : Strasbourg
Je cherche: à manger --> repas prêt à consommer (= distribution alimentaire + restauration assise)
Je suis: un homme",Multiple,14/10/2021,,,Mineur,,L'idée a déjà été plus ou moins remontée. Il me semble que le travail sur le chatbot devait notamment servir à mettre cela en place à l'avenir,,Abandonné/Mis de côté,🖌 Refonte de la page de résultat de recherche ,Idée,,,,,4/11/2021 12:07pm,,
Recherche par organisme,Raphaëlle Vitaldurand,,,Equipe Soliguide,,"Lorsqu'on lance un nouveau territoire et que l'on fait une démo de l'outil, il est plutôt vendeur de pouvoir montrer un exemple d'une fiche de la même asso mais dans une autre région. Or aujourd'hui ce n'est pas forcément possible puisque le nom de la structure (resto du coeur) n'apparait pas toujours dans le titre. Je me demandais donc s'il était possible de mettre en place une recherche par organisme ? ",,24/9/2021,,,Majeur,,,,Abandonné/Mis de côté,Amélioration de la recherche,Retour Utilisateur,,,,,4/11/2021 6:29pm,,
,Jeanne Ovart,Alexine Conaut,alexine@solinum.org,Structure de l'action sociale,2 structures contactées par mail afin de passer leur fiche en ligne : AIDES 12ème et Compagnons Bâtisseurs Python-Duvernois,Je souhaiterais que les structures puissent de nouveau avoir accès à leur fiche brouillon afin de pouvoir obtenir leur feu vert pour une mise en ligne. ,Plate-forme Web V2,20/9/2021,,,,242296987_401113691376967_4615510938475003564_n.jpg (https://dl.airtable.com/.attachments/b969a8be949ee4dd0e3492ab61c647d7/4556b41a/242296987_401113691376967_4615510938475003564_n.jpg),,"Me concernant, je me suis connectée sur mon compte Gmail depuis mon Iphone, j'ai cliqué sur le lien partagé par mail, qui s'est ouvert sur Safari, et a affiché la page d'erreur.",Abandonné/Mis de côté,,Bug,,,,,4/11/2021 12:07pm,,
,Noémie Cohen,,,Equipe Soliguide,,Il faudrait que les cartes soient integrés sur le site sur la carte à gauche avec ce qu'à déjà fait Loan,Plate-forme Web V2,10/6/2021,,,,Bordeaux_export_urgence sociale_01062021_V1.pdf (https://dl.airtable.com/.attachments/77a1ec151175595cc2a14907a8172a7a/56306aad/Bordeaux_export_urgencesociale_01062021_V1.pdf),,,Abandonné/Mis de côté,📇 Export depuis Soliguide,Idée,,,,,4/11/2021 12:07pm,,
,Agathe Thomas,Milène ,,115,écoutante 115,"Ajout des lieux qui peuvent stocker des médicaments au frais et de la catégorie correspondante 
",Multiple,1/6/2021,,,,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,https://airtable.com/tbl4TlB0hec1uTyzI/viwtnX2OvSsyAhiZT/recCmJUADMtnxF4g4,Plus de fluidité lorsque l'on fait les recherches. ,App,26/5/2021,,,Mineur,,iPhone 11,Faire une recherche basique. ,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,Emilie Donque,,,Equipe Soliguide,,"Est-il possible de ne plus recevoir ces notifications par email? Si oui comment?
Est-il possible de les recevoir plutôt sur slack?",Multiple,19/5/2021,,,Mineur,,https://airtable.com/tblZhkE1TrRpdx9oI/viwhxRWUc5G8lzOdK?blocks=hide,Merci pour votre aide :),Abandonné/Mis de côté,,Idée,,,,,4/11/2021 12:07pm,,
,Victoire Heymelot,,,Structure de l'action sociale,étudiants de BTS à qui j'ai fait une présentation ,qu'il n'y ait qu'un pictogramme par activités ,Plate-forme Web V2,17/5/2021,,,Mineur,IMG_20210517_110258.jpg (https://dl.airtable.com/.attachments/5c9e8fe81f51a043700dbea3256d0868/4e5a1229/IMG_20210517_110258.jpg),Cette fois j'ai une photo! :),,Abandonné/Mis de côté,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Alexandra lefeivre,,,Equipe Soliguide,,"Demande 1 : j'aimerais ajouter la possibilité de télécharger notre affiche depuis soliguide.fr  > j'ai pas réfléchi à l'UX, pourquoi pas dans le footer 
Dans l'idée ce serait accessible à tous, pas uniquement aux pros (c'est pour ça que le footer me semble adapté) mais ça peut être intéressant de le rajouter aussi sur l'interface des comptes pros. 

Demande numéro 2 : mettre à jour les liens des réseaux sociaux dans le footer 
- Facebook Soliguide
- Twitter Solinum
- Insta Solinum
- Linkedin Solinum
- Youtube Solinum
Du coup ce serait plus sympa en pictos qu'en texte. Les liens sont dans la signature email Solinum.
D'ailleurs quand on clique sur ""nous contacter"" sur le footer, ça ne fonctionne pas. J'imagine que le lien est obsolète.

Demande 3 : Mettre ""2021"" pour le copyright + le lien de redirection ne fonctionne pas

Demande 4 : Ecrire ""A propos"" et non pas ""APROPOS""

Demande 5 : Mettre à jour les chiffres et les noms des territoires sur la page d'accueil > pour éviter de mettre 150 noms par la suite on peut commencer une logique régionale et mettre Ile-de-France plutôt 
""Service disponible en Ile-de-France, Bas-Rhin, Loire-Atlantique, Alpes-Maritimes et Gironde""

Demande 6 : Petite coquille sous les logos app ""Retrouvez Soliguide sur votre téléphone grâce A l'application mobile""

Je crois que c'est tout (j'ai la flemme de faire 6 formulaires sorry)",Plate-forme Web V2,14/4/2021,,,Mineur,,,,Abandonné/Mis de côté,,Idée,,,,,4/11/2021 12:07pm,,
,Chaima Fechtali,,,,https://airtable.com/tbl4TlB0hec1uTyzI/viwtnX2OvSsyAhiZT/recwUkD0lh9DGCyou,,,1/4/2021,,,,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,Lisa Froment,,,Ne sait pas,https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_50a0ef26-84d7-46eb-bfdb-d3231b3d9548/,,App,26/3/2021,,,Majeur,,Mobile Safari 14.0.3iOS 14.4,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,Daniel Echavarria,,,Bénéficiaires,,Changer cette information vu que le public est beaucoup plus large ,Multiple,15/3/2021,,,Majeur,IMG_1042.jpg (https://dl.airtable.com/.attachments/6346997515bc1f01a839efa419430ad6/529c102b/IMG_1042.jpg),,,Abandonné/Mis de côté,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Suzanne Danvin,,,,,Doublons supprimés ?,,31/12/2020,,,,,,,Abandonné/Mis de côté,,Bug,,,,,4/11/2021 12:07pm,,
,Théo Dumouchel,,,Equipe Soliguide,,"Ajouter dans public accueilli ou dans conditions d'accès
""accessible uniquement aux personnes munies d'une couverture maladie (CSS (ex CMU), AME...)""",Plate-forme Web V2,30/11/2020,,,Mineur,,,,Abandonné/Mis de côté,Affiner les conditions,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,"Ce qu'on souhaiterait observer : Que suivant le ""genre"" coché (si ""Femme"" seulement ou ""Homme"" seulement), l'accord se fasse pour la ""situation administrative"". Autrement dit, si on coche seulement ""Femme"" dans genre, alors en cochant ""demandeur / demandeuse d'asile"" par exemple, on devrait voir sur le Soliguide : ""Femmes, demandeuses d'asile"".",Plate-forme Web V2,25/11/2020,,,Mineur,,,,Abandonné/Mis de côté,Affiner les conditions,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,,,,,https://airtable.com/tblUZf3UN3ACLNtjJ/viwIjJwDShPdcxPFk/recapoeRX2JCkuUbn,,Plate-forme Web V1,17/9/2020,,,Mineur,,,,Abandonné/Mis de côté,,Idée,,,,,4/11/2021 12:07pm,,
,Blanche ADOU-NIANGORAN,,,,https://airtable.com/tblkMksvqSum9QQsB/viwX1RXKCpN59ktzy/recpFUMgzZ3koQNYR,,Plate-forme Web V2,17/9/2020,,,Mineur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,Blanche ADOU-NIANGORAN,,,,https://airtable.com/tblkMksvqSum9QQsB/viwX1RXKCpN59ktzy/recq8fr13bX6jQ2Os,,Plate-forme Web V2,15/9/2020,,,Mineur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,Yohanna Andriamanisa,y.andriamanisa@samusocial-75.fr,Partenaire opérationnel,samu social,,App,14/9/2020,,Recherche mobile,Majeur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,,,Partenaire institutionnel,Croix-Rouge - valerie.bettinger@croix-rouge.fr,,Base de donnée,17/8/2020,,,Majeur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Association,Association La Chorba,,Plate-forme Web V1,22/7/2020,,,Mineur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,4/6/2020,322-Panneau statistique,,Mineur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Base de donnée,,,,Négligeable,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,,,,Mineur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Base de donnée,,,,Mineur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Base de donnée,,,,Majeur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Base de donnée,,,,Majeur,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Base de donnée,,,,Négligeable,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Bénéficiaires,Focus groupe,"sur mon compte uniquement)., sms, et par quel biais je veux recevoir cette information (mail, je reçoit des notifications sur leurs changements et leurs news. Je peux choisir si je veux des notifications instantanées ou un récapitulatif hebdomadaire, En tant qu'utilisateur de niveau 1 et ayant des structures favorites",Plate-forme Web V1,,,,Mineur,,,,Abandonné/Mis de côté,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,,,,Bénéficiaires,,,Plate-forme Web V1,,133-Géolocaliser automatiquement les utilisateurs,,Négligeable,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,Equipe Soliguide,,,Plate-forme Web V1,,,,Négligeable,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
,,,,,,Intégrer des études de cas dans la doc,,,,,,,,,Abandonné/Mis de côté,,,,,,,4/11/2021 12:07pm,,
Fenêtre pop-up pour inviter à mettre à jour les fiches ,Philippe Nieto,,,Equipe Soliguide,,"Lorsqu'une personne se connecte à son compte Soliguide (Admin ou Editeur), une fenêtre pop-up (dans le même style que pour la mesure d'impact) pourrait s'afficher pour l'inviter à mettre à jour ses fiches dans deux cas : 
- En période de maj si les structures de son orga ne sont pas mises à jours
- Lorsque des fiches Soliguide de son orga n'ont pas été mises à jours depuis plus de 3 mois",Multiple,20/1/2022,,,Mineur,,,,Lu mais rejeté,,Idée,,,,,28/1/2022 11:18am,,Bas-Rhin
