Nom du partenaire,Contact,Compte-rendu,Tags,Statut du partenariat,Domaine d'activité,Site,Opportunités,Adresse,Informations complémentaires,Rattachement à un partenaire national,Département (from CR),Département (from Contact),Département (from partenaires),Created
ShareIT,"Julie Kieffer,Guilhem Menard","CR   ShareIT 2021-01-11T12:01:35.000Z,CR   ShareIT 2021-01-26T17:52:34.000Z,""CR  Dominique Lambert, Julie Kieffer, Guilhem Menard Fondation Sopra Steria, ShareIT 2021-02-05T13:38:50.000Z"",""CR  Sophie Jourdin, Guilhem Menard Fondation EDF, ShareIT 2021-07-10T11:41:14.000Z""","Soliguide,Experts",En cours (contact/actions régulières),,,,,,,,,,20/1/2021
SIAO,,,,,Action sociale,,,"575 Avenue du Maréchal Juin, 76230, Bois-Guillaume",,,,,,20/10/2021
SIAO 13,Thomas SCANDELLARI,,Soliguide,,Hébergement et accès au logement,http://www.siao13.fr/,,,,,,,,25/8/2021
SIAO 21,"Anne Maréchal,Christelle CIRBEAU","CR  Anne Maréchal SIAO 21 2021-09-27T09:26:57.000Z,CR   SIAO 21 2022-01-24T12:17:00.000Z",,,,,,,,,"Côte-d'Or,Côte-d'Or","Côte-d'Or,Côte-d'Or",,27/9/2021
SIAO 22,Nathalie BERTHOU,"""CR  DENIS Cécile, Nathalie BERTHOU SIAO 22, DDETS Côtes d'Armor (22) 2021-12-10T09:53:46.000Z""",,Contacté/ en négociation,,,,,,,Côtes-d'Armor,Côtes-d'Armor,Côtes-d'Armor,3/12/2021
SIAO 35,Sophie Randuineau,"CR  Sophie Randuineau SIAO 35 2021-06-14T08:57:11.000Z,CR  Sophie Randuineau SIAO 35 2021-10-01T14:39:55.000Z",Soliguide,,,,,,,,"Ille-et-Vilaine,Ille-et-Vilaine",Ille-et-Vilaine,,14/6/2021
SIAO 56,"Fabrice CADORET,Marie Vaillant,Françoise Guillard","""CR  Fabrice CADORET, Marie Vaillant SIAO 56 2021-11-23T16:14:00.000Z""","Soliguide,Solinum",,,,,,,,Morbihan,"Morbihan,Morbihan,Morbihan",,18/11/2021
SIAO 59 - CMAO,"Jérôme Rybinski,Stéphane Routier,Jennifer Grember,Lucia Miano ","CR  Jérôme Rybinski SIAO 59 - CMAO 2021-10-06T09:56:50.000Z,""CR  Marjolaine Baty , Emilie Mamcarz, Jérôme Rybinski, Pascale Stoven, Céline Herbain, Anne Carriou, Marie RICAUD-SOULAN , Rodolphe Dumoulin DREETS Hauts de France , DDETS Nord (59), SIAO 59 - CMAO, Métropole Européenne de Lille, DREAL Hauts-de-France 2021-11-23T15:49:43.000Z"",""CR  Stéphane Routier, Jennifer Grember SIAO 59 - CMAO 2022-01-13T14:27:21.000Z""","Soliguide,Solinum,Partenariat souhaité,Co-construction",Contacté/ en négociation,,http://cmao-asso.fr/le-siao/,,"1 Rue de Lommelet, 59520 Marquette-lez-Lille",,,"Nord,Nord,Nord","Nord,Nord,Nord",,6/10/2021
SIAO 67,,,Soliguide,,"maraudes, 115, hébergement, orientation",https://siao67.fr/,,,,,,,,3/2/2021
SIAO 76,"Alexandra Piard,Nicolas Hulbert",CR  Alexandra Piard SIAO 76 2021-10-20T09:36:18.000Z,,,Action sociale,,,"575 Avenue du Maréchal Juin, 76230, Bois-Guillaume",,,Seine-Maritime,,,20/10/2021
SIAO 77 Equalis,"Mathieu Masson,Sylvain Le May","CR  Mathieu Masson SIAO 77 Equalis 2021-01-27T16:39:34.000Z,CR  Mathieu Masson SIAO 77 Equalis 2021-03-10T11:20:45.000Z,""CR  Mathieu Masson SIAO 77 Equalis, SIAO 78 2021-09-20T15:13:18.000Z""","Soliguide,Opérationnel",,,,,,,,Yvelines,,,27/1/2021
SIAO 78,,"""CR  Mathieu Masson SIAO 77 Equalis, SIAO 78 2021-09-20T15:13:18.000Z""",Soliguide,,,,,,,,Yvelines,,,20/1/2021
SIAO 88 Le Renouveau,Pierre ABSALON,,"Soliguide,Co-construction",,,,,,,,,,,5/8/2021
SIAO 91,Thomas BLANC,CR  Angelina Valenti SIAO 91 2021-02-15T15:44:26.000Z,Soliguide,,Soliguide 91,,,,,,,Essonne,,15/2/2021
SIAO 92,Virginie Autran,CR   SIAO 92 2021-01-20T17:16:18.000Z,Soliguide,En cours (contact/actions régulières),,,,,"12/11/21 (sr) email à Virginie Autran, envoi dashboard màj été",,Hauts-de-Seine,Hauts-de-Seine,Hauts-de-Seine,20/1/2021
SIAO 94,,,"Soliguide,Co-construction",En cours (contact/actions régulières),Hébergement d'urgence & maraudes,,,,,,,,Val-de-Marne,19/10/2021
SIAO 95,Vincent Hubert,,"Soliguide,Communication,Opérationnel",,,,,,,,,,,28/1/2021
SIAO34,Lucas Vigroux,"CR  Lucas Vigroux SIAO34 2021-09-03T12:41:35.000Z,CR   SIAO34 2021-10-29T15:00:36.000Z",,,,,,,,,"Hérault,Hérault",Hérault,,3/9/2021
SIAO42,Adèle Bertrand,"CR  Adèle Bertrand SIAO42 2021-11-04T11:10:52.000Z,CR  Adèle Bertrand SIAO42 2022-01-03T10:02:26.000Z","Soliguide,Co-construction",,,,,,,,"Loire,Loire",,,4/11/2021
SINGA,"Camille Soulier,David Robert,Vincent BERNE","CR  Camille Soulier SINGA 2021-03-05T14:44:31.000Z,CR  Camille Soulier SINGA 2021-07-14T15:53:12.000Z,CR  Vincent BERNE SINGA 2021-07-27T07:55:20.000Z","Communication,Opérationnel",,,,Finkela,,,,,,,5/3/2020
Social Declik,,,Solinum,,,,,,,,,,,20/1/2021
Société saint vincent de paul,"Jean Charles Mayer,Aude Stevens,Marine Boissière","""CR  Jean Charles Mayer, Aude Stevens Société saint vincent de paul 2021-01-12T16:30:55.000Z""",Opérationnel,,,,"""Innovate! pour la solidarité
  de la Société saint vincent de paul""",,,,,,,12/1/2021
Société Saint Vincent de Paul - Innovate,,,Communication,,,,,,,,,,,11/3/2021
Solidatech,,,Soliguide,,,,,,,,,,,20/1/2021
Solilab,Vincent FLOCH ,,Locaux,,Locaux,https://www.ecossolies.fr/-Le-Solilab-,,"8 rue saint domingue, 44200 Nantes",,,,,,24/6/2021
Soroptimist,Lysiane KUBACSI,CR  Lysiane KUBACSI Soroptimist 2021-07-14T15:53:12.000Z,Merci pour l'invit',,Association aide aux Femmes,https://www.soroptimist.fr/,,,,,Haute-Savoie,,,14/7/2021
Sous-préfecture de Charente,Isabelle Rioux,"""CR  Didier Gallau, Hélène GINGAST, Luc Viart, Isabelle Rioux, Maxime Barreau, Fabienne REJOU Conseil départemental Charente, Sous-préfecture de Charente, Mairie de Merpins 2022-01-20T12:14:21.000Z""",Soliguide,,,,,,,,Charente,Charente,,17/1/2022
SPIP 94,,,Soliguide,Contacté/ en négociation,Soliguide,,,,,SPIP Ile de France,,,Val-de-Marne,24/3/2021
SPIP Ile de France,Marie-Stéphane Vittrant,CR   SPIP Ile de France 2021-07-12T22:27:07.000Z,"Soliguide,Opérationnel",,Services pénitenciers,,,,,,,,,13/7/2021
SSLE (Samu Social 13),Sylvie HAUTCOEUR ,"CR  Sylvie HAUTCOEUR  SSLE (Samu Social 13) 2021-09-24T11:45:50.000Z,CR  Sylvie HAUTCOEUR  SSLE (Samu Social 13) 2021-12-02T16:30:52.000Z",Soliguide,,"Assistance, accompagnement et le transport des personnes vulnérables vers les centres d'accueil et d'hébergement.",https://www.marseille.fr/social/samu-social,,,,,"Bouches-du-Rhône,Bouches-du-Rhône",,,25/8/2021
SSVP Gironde,,,Soliguide,En cours (contact/actions régulières),,https://www.ssvp.fr/ssvp-de-gironde/,,,,,,,,3/2/2021
Start-up de territoire Alsace,,,"Soliguide,Experts",,Dynamique citoyenne qui engage chacun de nous dans la création de solutions économiques.,https://startupdeterritoire.alsace/fr/accueil/,,,,,,,,3/2/2021
Stéréolux,Sonia NAVARRO,"CR  Sonia NAVARRO Stéréolux 2021-06-11T14:03:12.000Z,CR  Sonia NAVARRO Stéréolux 2021-06-23T14:49:38.000Z",Merci pour l'invit',En cours (contact/actions régulières),projet culturel et artistique nantais orienté vers les musiques actuelles et les arts numériques.,https://www.stereolux.org/stereolux/le-projet,,,,,"Loire-Atlantique,Loire-Atlantique",,,23/6/2021
Structure - Argos 6 Avenue Pierre Mendès France 72000 LE MANS,,,Solinum,,,,,,,,,,,15/4/2021
Supagro montpellier,Justine Labarre,"CR  Justine Labarre Supagro montpellier 2021-09-16T16:40:55.000Z,""CR  Nathalie Bollon, Justine Labarre, Nicolas Bricas, Beaussier Françoise, Mélodie DEPALLE Conseil départemental de l'hérault (34), Supagro montpellier, CIRAD, FAS occitanie 2021-10-14T10:50:18.000Z"",CR  Justine Labarre Supagro montpellier 2021-12-13T14:51:35.000Z",,,,,,,,,"Hérault,Hérault,Hérault",Hérault,,16/9/2021
Switch up,,,Soliguide,,,,,,,,,,,20/1/2021
Territoires zéro chômeur de longue durée à Cergy,,CR   Territoires zéro chômeur de longue durée à Cergy 2021-01-20T12:04:43.000Z,Soliguide,,,,,,,,Val-d'Oise,,,20/1/2021
Ticket for change,Anne-Maryse VAN DER SLIKKE,CR  Anne-Maryse VAN DER SLIKKE Ticket for change 2022-01-28T14:47:32.000Z,,,,,,,,,,,,28/1/2022
Toit à moi Gironde,Sandra Courouau,CR  Sandra Courouau Toit à moi Gironde 2021-09-07T09:30:26.000Z,"Merci pour l'invit',Opérationnel",En cours (contact/actions régulières),Hébergement alternatif long terme ,http://www.toitamoi.net/fr,,,"Aider des personnes en situation de grande exclusion à changer de vie durablement. Comment ?  En les logeant et en les accompagnant vers la réinsertion, à travers l’élaboration et la concrétisation de leur nouveau projet de vie.",,Gironde,Gironde,,7/9/2021
UD DRIEETS du Val de Marne,Audrey Vendatour,,"Soliguide,Co-construction,Financeur",En cours (contact/actions régulières),,https://www.val-de-marne.gouv.fr/Politiques-publiques/Cohesion-sociale-sports-jeunesse-et-vie-associative,DDCS Val de Marne 2019,,,,,,Val-de-Marne,3/2/2021
UDAF 13,Sidonie FRANDAZ,CR   UDAF 13 2021-12-20T08:24:03.000Z,Soliguide,En cours (contact/actions régulières),Action sociale et Familles,https://www.udaf13.fr/,,,,,Bouches-du-Rhône,,Bouches-du-Rhône,30/9/2021
UDAF36 (union départementale des associations familiales de l'Indre),"Pascal Biaunier,Danaé MORIN","""CR  Myriam Bobbio, Pascal Biaunier DDETSPP Indre (36), UDAF36 (union départementale des associations familiales de l'Indre) 2021-05-07T17:47:52.000Z"",""CR  Myriam Bobbio, Pascal Biaunier DDETSPP Indre (36), UDAF36 (union départementale des associations familiales de l'Indre) 2021-05-12T08:09:29.000Z"",""CR  Myriam Bobbio, Pascal Biaunier UDAF36 (union départementale des associations familiales de l'Indre), DDETSPP Indre (36) 2021-05-25T13:52:09.000Z"",""CR  Danaé MORIN, Pascal Biaunier UDAF36 (union départementale des associations familiales de l'Indre) 2021-08-11T13:19:38.000Z""","Soliguide,Financeur",,,,,,,,"Indre,Indre,Indre,Indre",,,7/5/2021
UDCCAS 24,Marc Melotti,"""CR  Pierre Simmonet Emergence Périgord, UDCCAS 24 2022-01-18T16:12:12.000Z""",,Souhaité,,,,,,,Dordogne,,Dordogne,18/1/2022
Ulule,"Ulule Contact ,Louise Dupin",,Financeur,Terminé,,https://fr.ulule.com/,Crowdfunding Ulule,,,,,,,3/2/2021
Un esprit de famille,T Berthon,,Financeur,,,,Changer par le don,,,,,,,11/6/2020
Un petit bagage d'amour,"Reira et Laura ,Berrine,Dominique,Danny,Joëlle,Nadia Tara",,Soliguide,,,,,,,,,,,23/6/2021
Un Rien C'est Tout,Charlotte Pansin Jourdan ,,Financeur,,,,,,,,,,,23/6/2021
UNCCAS (union nationale des ccas),Étienne FILLOL,CR  Étienne FILLOL UNCCAS (union nationale des ccas) 2021-05-07T17:47:52.000Z,Soliguide,,,,,,,,,,,7/5/2021
Union Nationale des PIMMS (UNPIMMS),Guillaume Lahoz,CR  Guillaume Lahoz Union Nationale des PIMMS (UNPIMMS) 2021-03-09T09:35:46.000Z,"Communication,Opérationnel,Soliguide,Solinum",A relancer,,https://www.pimms.org,,,,,Gironde,,,9/3/2021
Unis,,,,,,,,,,,,,,30/8/2021
Unis Cité (national),Lucie Camurat,"CR  Lucie Camurat Unis Cité (national) 2021-07-14T15:53:12.000Z,CR  Lucie Camurat Unis Cité (national) 2021-07-20T08:37:45.000Z,CR  Lucie Camurat Unis Cité (national) 2021-08-25T15:15:29.000Z",,,,,,,,,Bouches-du-Rhône,Bouches-du-Rhône,,14/7/2021
Unis Cité Relais - Bouches du Rhône,"Flora Gervais ,Fanny Aimard","CR  Flora Gervais  Unis Cité Relais - Bouches du Rhône 2021-08-23T15:50:30.000Z,CR  Fanny Aimard Unis Cité Relais - Bouches du Rhône 2021-09-03T15:16:53.000Z","Opérationnel,Soliguide",,,,,"13 Bd d'Athènes, 13001 Marseille",,,"Bouches-du-Rhône,Bouches-du-Rhône",,,23/8/2021
Unis Cité Rennes,Juliette Daubaire,"CR  Manon Sévette Unis Cité Rennes 2021-01-26T12:55:27.000Z,""CR  Juliette Daubaire, Caroline Vallaut Unis Cité Rennes 2021-10-01T10:08:05.000Z""","Opérationnel,Soliguide",,,,,,,,Ille-et-Vilaine,,,26/1/2021
Unis-Cité 15,Emilie Ducher ,CR  Emilie Ducher  Unis-Cité 15 2021-10-13T15:01:52.000Z,Mécénat/bénévolat,En cours (contact/actions régulières),Service Civique ,https://www.uniscite.fr/,,,Partenariat national + contact avec les chargés d'antennes Unis-Cité sur les territoires ,,Cantal,Cantal,,13/10/2021
Unis-Cité 63,   Stéphanie WEYDENMEYER,"""CR  Unis-Cité Puy-De-Dôme ,    Stéphanie WEYDENMEYER Unis-Cité 63 2021-08-27T12:06:07.000Z""",Soliguide,En cours (contact/actions régulières),Service Civique ,,,,,,Puy-de-Dôme,,,30/8/2021
Unis-Cité Côte-d'Or,Lucile Terrès,CR  Lucile Terrès Unis-Cité Côte-d'Or 2021-06-30T16:18:13.000Z,,,,,,,,,Côte-d'Or,Côte-d'Or,,30/6/2021
Unis-cité Drôme-Ardèche,"Alice Ghys,Laurie Peysson","CR  Alice Ghys Unis-cité Drôme-Ardèche 2021-06-20T08:11:05.000Z,CR  Laurie Peysson Unis-cité Drôme-Ardèche 2021-09-08T10:18:59.000Z",Solinum,,,,,,,,"Drôme,Ardèche,Drôme,Ardèche",,,20/6/2021
Unis-Cité Île-de-France,Solène Réal,CR  Solène Réal Unis-Cité Île-de-France 2021-06-03T13:10:52.000Z,Solinum,,Accompagnement des associations et services civiques,https://www.uniscite.fr/,,,,,,,,3/6/2021
Université de Poitiers,Emmanuelle Vareille,CR  Emmanuelle Vareille Université de Poitiers 2021-09-22T10:04:51.000Z,"Soliguide,Experts,Mécénat/bénévolat",,,https://www.univ-poitiers.fr/,,,,,Vienne,,,22/9/2021
UP Campus,Cédric Laroyenne,,Communication,,,,,,,,,,,22/6/2021
URAHJ IDF,,"CR  Emilie GUYOT-SIONNEST URAHJ IDF 2021-10-14T17:01:50.000Z,CR  Emilie GUYOT-SIONNEST URAHJ IDF 2021-12-20T15:52:45.000Z",Soliguide,En cours (contact/actions régulières),Hébergement des jeunes,https://www.urhaj-idf.fr/,,,,,"Paris,Val-de-Marne,Val-d'Oise,Yvelines,Seine-Saint-Denis,Hauts-de-Seine",,,14/10/2021
Urban Services,Thomas Herquin,"CR  Thomas Herquin Urban Services 2021-06-15T09:29:32.000Z,CR  Thomas Herquin Urban Services 2021-06-17T15:09:56.000Z","Soliguide,API",Contacté/ en négociation,Application Ici toilettes,https://www.icitoilettes.fr/,,,,,"Loire-Atlantique,Loire-Atlantique",,,15/6/2021
URIOPSS Auvergne-Rhône-Alpes,Flore Chalayer,"""CR  Loraine Henry, Marie-Rose Gremeau , Gilles Loubier , Marie Thonier , Pascale Blanchetière, Flore Chalayer Collectif Partages et Projets , Secours Catholique 63, ANEF 63 / SIAO , FAS Auvergne-rhône-alpes, URIOPSS Auvergne-Rhône-Alpes 2021-10-13T17:03:08.000Z""",,Contacté/ en négociation,Formation ,https://www.uriopss-ara.fr/,,,,,Puy-de-Dôme,,,14/10/2021
Val Media,,,"Soliguide,Communication",Contacté/ en négociation,,,,,,,,,Val-de-Marne,14/1/2022
Vallians,Nora Vartanyan,"CR  Nora Vartanyan Vallians 2021-04-02T14:55:37.000Z,CR  Nora Vartanyan Vallians 2021-06-08T09:18:09.000Z","Experts,Autre",Terminé,Commissaire aux comptes,https://customer.mycompanyfiles.fr/Files/Index/1913?up=38272419&ps=30,,,,,,,,2/4/2021
Vendée Numérique,Carole Vitasse,CR  Carole Vitasse Vendée Numérique 2022-01-24T14:04:01.000Z,Soliguide,Contacté/ en négociation,,,,,,,Vendée,Vendée,,24/1/2022
Veolia eau,"Philippe Imbert,Jason Wilson,Blandine CATELAS  ,Jean-Philippe Paraboschi ","CR  Jason Wilson Veolia eau 2021-01-26T14:06:01.000Z,CR  Jason Wilson Veolia eau 2021-02-04T14:02:59.000Z,CR  Jean-Philippe Paraboschi  Veolia eau 2021-11-19T10:01:13.000Z",Experts,,"Eau, assainissement, traitement des déchets",https://www.service.eau.veolia.fr/,"Etude droit à l'accès à l'eau veolia bordeaux,Veolia 2 - 95",,,,,Rhône,,9/7/2020
Ville d'annecy,"Léonard Gay,Catherine Roulet,Catherine Frigoli","CR  Léonard Gay Ville d'annecy 2021-02-04T08:42:19.000Z,""CR  Béatrice LAUR, Catherine Roulet, Francesco ALAMPI, Brigitte HAUSER DDETS Haute-Savoie (74), Conseil départemental de Haute-Savoie (CD 74), Agglomération d'Annemasse, Ville d'annecy 2021-06-13T09:44:27.000Z"",CR  Catherine Roulet Ville d'annecy 2021-09-21T19:18:08.000Z,CR  Catherine Frigoli Ville d'annecy 2021-11-30T15:54:05.000Z,CR  Catherine Frigoli Ville d'annecy 2022-02-01T11:19:44.000Z","Solinum,Financeur",,,,,,,,"Haute-Savoie,Haute-Savoie,Haute-Savoie,Haute-Savoie,Haute-Savoie",Haute-Savoie,,4/2/2021
Ville de Bordeaux,"Mairie de Bordeaux,Alia ZAOUALI,Marie Daniel,Harmonie Lecerf","""CR  Harmonie Lecerf, Laurent Chivallon, Alia ZAOUALI Ville de Bordeaux 2021-05-19T07:05:20.000Z""",Financeur,En cours (contact/actions régulières),,,"Subvention Communale Ville de Bordeaux + CAF,Prix de l'initiative de  bordeaux,CCAS Demande de subvention Année 2021 : Ville de Bordeaux ,AMI ESS Ville de Bordeaux 2021",,,,Gironde,"Gironde,Gironde",,9/7/2020
Ville de Cergy,,,"Soliguide,Financeur",,,https://www.cergy.fr/accueil/,,,,,,,,3/2/2021
Ville de Clermont Ferrand ,"Anne Peyridieux ,Marie Rossignol ,Chantal Charrade ,Clara Deat","""CR  Chantal Charrade , Nelson Adonis  Ville de Clermont Ferrand  2021-12-02T09:51:16.000Z"",CR  Clara Deat Ville de Clermont Ferrand  2021-12-10T11:19:36.000Z,""CR  Andressa BITTENCOURT, Clara Deat DIAIR / réfugiés.info, Ville de Clermont Ferrand  2022-01-27T16:11:15.000Z""",Soliguide,Contacté/ en négociation,,https://clermont-ferrand.fr/,,,,,"Puy-de-Dôme,Puy-de-Dôme,Puy-de-Dôme","Puy-de-Dôme,Puy-de-Dôme,Puy-de-Dôme,Puy-de-Dôme",Puy-de-Dôme,23/11/2021
Ville de Colombes,Nadia Elamrani,,Soliguide,,,,,,,,,,,23/6/2021
Ville de Creil,Jacqueline Ramelet,,Soliguide,,,,,,,,,,,22/6/2021
Ville de lyon,"Sandrine Runel,Cédric Sperandio","""CR  Sandrine Runel, Cédric Sperandio Ville de lyon 2021-05-17T13:08:04.000Z""","Soliguide,Merci pour l'invit',Financeur",,,,,,,,Rhône,,,17/5/2021
Ville de Marseille,"Audrey GARINO ,Sylvie HAUTCOEUR ,Emilie TOUCHOT ",CR  Emilie TOUCHOT  Ville de Marseille 2021-11-15T17:17:05.000Z,"Soliguide,Financeur",,,,,,,,Bouches-du-Rhône,,,23/6/2021
Ville de Montpellier,,"""CR   Métropole de Montpellier, Ville de Montpellier 2021-10-22T13:36:04.000Z""",Soliguide,,,,,,,,Hérault,,,22/10/2021
Ville de Paris,"Christophe Vitu,Marine Lefèvre,Accueil fabrique solidarité,Vincent JEANNE,Odile Ciurletti,Damiano,Koch,giovanangeli,Léa Filoche ,Laura Gomis","CR  Anatole Galiana Ville de Paris 2021-09-23T12:05:44.000Z,CR  Christophe Vitu Ville de Paris 2021-10-06T09:35:12.000Z,CR  Laura Gomis Ville de Paris 2021-12-09T15:57:21.000Z","Financeur,API",,"Action sociale, cohésion des territoires, insertion sociale et professionnelle",https://www.paris.fr/,"Trophées de l'ess paris,Budget participatif Paris,Les trophées de l’économie sociale et solidaire 2021 ,Ville de Paris - Lutte contre les discriminations 2021,Ville de Paris - ESS 2021 ,Ville de Paris - Affaires sociales 2021",,,,"Paris,Paris,Paris","Paris,Paris",,18/2/2020
Ville de Rennes,"C. Paillard,Françoise Forner ,Céline SEGUIER ,Cyrille FREULON",,Soliguide,,,,,,,,,"Ille-et-Vilaine,Ille-et-Vilaine,Ille-et-Vilaine,Ille-et-Vilaine",,22/6/2021
Ville de Rouen,Caroline Dutarte,CR  Caroline Dutarte Ville de Rouen 2021-10-20T10:05:54.000Z,"Solinum,Soliguide,Co-construction,Financeur",,Collectivités territoriales,,,,,,Seine-Maritime,,,11/10/2021
Ville du Havre,Anne-Claude Lamur-Baudreu,CR  Anne-Claude Lamur-Baudreu Ville du Havre 2021-10-20T09:02:34.000Z,"Soliguide,Co-construction",,,https://www.lehavre.fr/,,"1517 place de l'hôtel de ville, 76000, Le Havre",,,Seine-Maritime,,,20/10/2021
Ville du Mans,Yves Calippe ,"""CR  Quentin Portier, Yves Calippe  Ville du Mans, Métropole du Mans 2021-06-15T12:20:53.000Z""","Solinum,Financeur,Co-construction",,Gouvernance publique,http://www.lemans.fr,,,,,Sarthe,,,15/6/2021
Vivre libre 44,Yasmina CAPPATO,"CR  Yasmina CAPPATO Vivre libre 44 2021-05-19T14:08:16.000Z,CR  Yasmina CAPPATO Vivre libre 44 2021-10-06T13:41:55.000Z","Merci pour l'invit',Orientation MPLI,Opérationnel",En cours (contact/actions régulières),Association loi 1901,https://www.les-chrysalides.com/,,,,,"Loire-Atlantique,Loire-Atlantique",Loire-Atlantique,Loire-Atlantique,19/5/2021
Voisin malin,"Camille Balmand,Camille Balmand,Claire Postic","CR  Camille Balmand Voisin malin 2021-04-01T13:49:13.000Z,CR  Camille Balmand Voisin malin 2021-09-29T10:10:36.000Z,""CR  Camille Balmand, Claire Postic Voisin malin 2021-09-29T10:34:39.000Z"",CR  Camille Balmand Voisin malin 2022-01-10T20:05:54.000Z","Soliguide,Communication,Opérationnel",Contacté/ en négociation,,https://www.voisin-malin.fr/,,,,,"Bas-Rhin,Seine-Saint-Denis,Bas-Rhin,Nord,Bouches-du-Rhône,Val-d'Oise",,,1/4/2021
Wanted community - La French tech,,,Soliguide,En cours (contact/actions régulières),,https://www.frenchtechbordeaux.com/association/wanted-community/,,,,,,,,3/2/2021
Watizat,Marin Marx-Gandebeuf,,Soliguide,,Guide demandeur.se.s d'asile,https://watizat.org/,,,,,,,,21/6/2021
Wavestone,Chloé Agrinier,,Experts,A relancer,,,,,,,,,,22/6/2021
WeGive,Jeremy Makrutzki ,,"Solinum,Financeur",A relancer,,https://wegive.fr/,WeGive MPLI 2020,,,,,,,9/7/2020
